marker,position,absolute_pos,n_tokens,emotion,task,split,file_id
so,0.0,0,14,5,6way,train,Ses03F_impro08_
and,0.46153846153846156,6,14,5,6way,train,Ses03F_impro08_
so,0.037037037037037035,1,28,5,6way,train,Ses03F_impro08_
so,0.37037037037037035,10,28,5,6way,train,Ses03F_impro08_
and,0.4444444444444444,12,28,5,6way,train,Ses03F_impro08_
you know,0.38461538461538464,5,14,-1,6way,train,Ses03F_impro08_
so,0.42857142857142855,3,8,3,6way,train,Ses03F_impro08_
well,0.14285714285714285,1,8,3,6way,train,Ses03F_impro08_
oh,0.0,0,8,3,6way,train,Ses03F_impro08_
so,0.0,0,12,-1,6way,train,Ses03F_impro08_
well,0.0,0,6,3,6way,train,Ses03F_impro08_
so,0.11764705882352941,2,18,-1,6way,train,Ses03F_impro08_
so,0.0,0,7,-1,6way,train,Ses03F_impro08_
like,0.0967741935483871,3,32,3,6way,train,Ses03F_impro08_
oh,0.0,0,3,5,6way,train,Ses03F_impro08_
but,0.5,10,21,3,6way,train,Ses03F_impro08_
and,0.0,0,21,3,6way,train,Ses03F_impro08_
and,1.0,13,14,0,6way,train,Ses03F_script01
well,0.0,0,9,3,6way,train,Ses03F_script01
maybe,0.125,1,9,3,6way,train,Ses03F_script01
maybe,0.25,2,9,3,6way,train,Ses03F_script01
like,0.7647058823529411,26,35,-1,6way,train,Ses03F_script01
you know,0.25,2,9,3,6way,train,Ses03F_script01
so,0.5,1,3,3,6way,train,Ses03F_script01
well,0.0,0,3,3,6way,train,Ses03F_script01
and,0.7142857142857143,15,22,-1,6way,train,Ses03F_script01
but,0.9285714285714286,13,15,-1,6way,train,Ses03F_script01
and,0.5,7,15,-1,6way,train,Ses03F_script01
you know,0.3333333333333333,2,7,3,6way,train,Ses03F_script01
like,0.5,3,7,-1,6way,train,Ses03F_script01
i think,0.0,0,6,-1,6way,train,Ses03F_script01
but,0.6842105263157895,13,20,0,6way,train,Ses03F_script01
maybe,0.5789473684210527,11,20,0,6way,train,Ses03F_script01
and,0.34615384615384615,9,27,0,6way,train,Ses03F_script01
so,0.5,2,5,3,6way,train,Ses03F_script01
so,0.75,3,5,2,6way,train,Ses03F_script01
so,0.46153846153846156,6,14,5,6way,train,Ses03F_script01
well,0.0,0,14,5,6way,train,Ses03F_script01
well,0.0,0,1,3,6way,train,Ses03F_script01
well,0.7142857142857143,5,8,-1,6way,train,Ses03F_script01
well,0.0,0,8,2,6way,train,Ses03F_script01
but,0.5454545454545454,6,12,-1,6way,train,Ses03F_script01
i guess,0.09090909090909091,1,12,-1,6way,train,Ses03F_script01
so,0.40625,13,33,1,6way,train,Ses03F_script01
so,0.71875,23,33,1,6way,train,Ses03F_script01
well,0.09375,3,33,1,6way,train,Ses03F_script01
oh,0.0,0,33,1,6way,train,Ses03F_script01
and,0.75,24,33,1,6way,train,Ses03F_script01
well,0.0,0,6,-1,6way,train,Ses03F_script01
i guess,0.1111111111111111,1,10,1,6way,train,Ses03F_script01
well,0.0,0,3,1,6way,train,Ses03F_script01
oh,0.0,0,2,1,6way,train,Ses03F_script01
well,0.0,0,7,1,6way,train,Ses03F_script01
i guess,0.16666666666666666,1,7,1,6way,train,Ses03F_script01
so,0.45454545454545453,15,34,1,6way,train,Ses03F_script01
and,0.9393939393939394,31,34,1,6way,train,Ses03F_script01
so,0.4,2,6,1,6way,train,Ses03F_script01
well,0.0,0,17,-1,6way,train,Ses03F_script01
and,0.5625,9,17,-1,6way,train,Ses03F_script01
so,0.8,4,6,-1,6way,train,Ses03F_script01
so,0.4827586206896552,14,30,1,6way,train,Ses03F_script01
so,0.9090909090909091,10,12,1,6way,train,Ses03F_script01
like,0.25,1,5,-1,6way,train,Ses03F_script01
like,0.0,0,8,1,6way,train,Ses03F_script01
like,0.7142857142857143,5,8,1,6way,train,Ses03F_script01
so,0.2222222222222222,2,10,2,6way,train,Ses03F_script01
like,0.8333333333333334,5,7,3,6way,train,Ses03F_script01
so,0.9285714285714286,13,15,2,6way,train,Ses03F_script01
well,0.0,0,15,2,6way,train,Ses03F_script01
but,0.6,9,16,2,6way,train,Ses03F_script01
i guess,0.06666666666666667,1,16,2,6way,train,Ses03F_script01
i guess,0.3333333333333333,5,16,2,6way,train,Ses03F_script01
like,0.8333333333333334,5,7,2,6way,train,Ses03F_script01
but,0.0,0,7,2,6way,train,Ses03F_script01
you know,0.0,0,15,2,6way,train,Ses03F_script01
well,0.0,0,4,2,6way,train,Ses03F_script01
so,0.8611111111111112,31,37,2,6way,train,Ses03F_script01
and,0.6111111111111112,22,37,2,6way,train,Ses03F_script01
but,0.1794871794871795,7,40,2,6way,train,Ses03F_script01
i mean,0.6666666666666666,26,40,2,6way,train,Ses03F_script01
and,0.6410256410256411,25,40,2,6way,train,Ses03F_script01
and,0.8717948717948718,34,40,2,6way,train,Ses03F_script01
so,0.5555555555555556,5,10,2,6way,train,Ses03F_script01
though,0.4444444444444444,4,10,2,6way,train,Ses03F_script01
and,0.0,0,10,2,6way,train,Ses03F_script01
and,0.2222222222222222,2,10,2,6way,train,Ses03F_script01
but,0.20833333333333334,5,25,2,6way,train,Ses03F_script01
like,0.3,9,31,2,6way,train,Ses03F_script01
so,0.3333333333333333,10,31,2,6way,train,Ses03F_script01
so,0.36666666666666664,11,31,2,6way,train,Ses03F_script01
and,0.0,0,31,2,6way,train,Ses03F_script01
and,0.7666666666666667,23,31,2,6way,train,Ses03F_script01
and,0.0,0,25,2,6way,train,Ses03F_script01
and,0.20833333333333334,5,25,2,6way,train,Ses03F_script01
so,0.5,18,37,2,6way,train,Ses03F_script01
and,0.0,0,37,2,6way,train,Ses03F_script01
and,0.19444444444444445,7,37,2,6way,train,Ses03F_script01
and,0.3333333333333333,12,37,2,6way,train,Ses03F_script01
but,0.47058823529411764,32,69,2,6way,train,Ses03F_script01
and,0.0,0,69,2,6way,train,Ses03F_script01
and,0.8382352941176471,57,69,2,6way,train,Ses03F_script01
and,0.6363636363636364,7,12,2,6way,train,Ses03F_script01
and,0.0,0,9,2,6way,train,Ses03F_script01
and,0.0,0,6,2,6way,train,Ses03F_script01
i guess,0.2,1,6,2,6way,train,Ses03F_script01
and,0.0,0,6,2,6way,train,Ses03F_script01
and,0.8947368421052632,17,20,2,6way,train,Ses03F_script01
and,0.25806451612903225,8,32,-1,6way,train,Ses03F_script01
and,0.5806451612903226,18,32,-1,6way,train,Ses03F_script01
maybe,0.3333333333333333,5,16,-1,6way,train,Ses03F_script01
and,0.5263157894736842,10,20,3,6way,train,Ses03F_script01
and,0.7368421052631579,14,20,3,6way,train,Ses03F_script01
but,0.16666666666666666,3,19,3,6way,train,Ses03F_script01
and,0.7222222222222222,13,19,3,6way,train,Ses03F_script01
i guess,0.0,0,4,3,6way,train,Ses03F_script01
like,0.36363636363636365,4,12,3,6way,train,Ses03F_script01
but,0.0,0,13,3,6way,train,Ses03F_script01
well,0.0,0,6,-1,6way,train,Ses03F_script01
and,0.7333333333333333,11,16,3,6way,train,Ses03F_script01
you know,0.0,0,24,-1,6way,train,Ses03F_script01
and,0.2608695652173913,6,24,-1,6way,train,Ses03F_script01
but,0.36363636363636365,8,23,5,6way,train,Ses03F_script01
but,0.3333333333333333,2,7,-1,6way,train,Ses03F_script01
like,0.3103448275862069,9,30,0,6way,train,Ses03F_script01
and,0.7586206896551724,22,30,0,6way,train,Ses03F_script01
but,0.4166666666666667,5,13,-1,6way,train,Ses03F_script01
well,0.0,0,13,-1,6way,train,Ses03F_script01
well,0.0,0,6,3,6way,train,Ses03F_script01
you know,0.25,2,9,5,6way,train,Ses03F_script01
well,0.0,0,23,5,6way,train,Ses03F_script01
you know,0.6818181818181818,15,23,5,6way,train,Ses03F_script01
so,0.0,0,10,3,6way,train,Ses03F_script01
well,0.0,0,12,5,6way,train,Ses03F_script01
so,0.23529411764705882,4,18,0,6way,train,Ses03F_script01
well,0.125,1,9,5,6way,train,Ses03F_script01
and,0.0,0,4,5,6way,train,Ses03F_script01
well,0.0,0,21,5,6way,train,Ses03F_script01
oh,0.0,0,4,-1,6way,train,Ses03F_script01
so,0.24,6,26,2,6way,train,Ses03F_script01
and,0.88,22,26,2,6way,train,Ses03F_script01
and,0.4444444444444444,4,10,3,6way,train,Ses03F_script01
yet,1.0,4,5,3,6way,train,Ses03F_script01
yet,1.0,4,5,5,6way,train,Ses03F_script01
well,0.0,0,22,-1,6way,train,Ses03F_script01
you know,0.14285714285714285,3,22,-1,6way,train,Ses03F_script01
but,0.4666666666666667,7,16,3,6way,train,Ses03F_script01
well,0.0,0,16,3,6way,train,Ses03F_script01
i think,0.7333333333333333,11,16,3,6way,train,Ses03F_script01
i guess,0.13333333333333333,2,16,3,6way,train,Ses03F_script01
but,0.2,3,16,3,6way,train,Ses03F_script01
so,0.0,0,7,5,6way,train,Ses03F_script01
but,0.5,4,9,5,6way,train,Ses03F_script01
so,0.4482758620689655,13,30,5,6way,train,Ses03F_script01
i think,0.3448275862068966,10,30,5,6way,train,Ses03F_script01
i think,0.6896551724137931,20,30,5,6way,train,Ses03F_script01
and,0.26666666666666666,8,31,5,6way,train,Ses03F_script01
and,0.5666666666666667,17,31,5,6way,train,Ses03F_script01
though,0.7142857142857143,5,8,5,6way,train,Ses03F_script01
though,1.0,7,8,5,6way,train,Ses03F_script01
though,0.08695652173913043,2,24,-1,6way,train,Ses03F_script01
and,0.0,0,24,-1,6way,train,Ses03F_script01
and,0.5652173913043478,13,24,-1,6way,train,Ses03F_script01
and,0.9130434782608695,21,24,-1,6way,train,Ses03F_script01
but,0.0,0,11,3,6way,train,Ses03F_script01
so,0.6,6,11,3,6way,train,Ses03F_script01
maybe,0.8,8,11,3,6way,train,Ses03F_script01
but,0.4375,7,17,5,6way,train,Ses03F_script01
oh,0.0,0,6,5,6way,train,Ses03F_script01
like,0.04081632653061224,2,50,0,6way,train,Ses03F_script01
so,0.7755102040816326,38,50,0,6way,train,Ses03F_script01
so,0.8979591836734694,44,50,0,6way,train,Ses03F_script01
so,1.0,2,3,3,6way,train,Ses03F_script01
like,0.9090909090909091,10,12,5,6way,train,Ses03F_script01
but,0.18181818181818182,2,12,5,6way,train,Ses03F_script01
like,0.8,4,6,-1,6way,train,Ses03F_script01
like,0.75,3,5,3,6way,train,Ses03F_script01
so,0.0,0,5,-1,6way,train,Ses03F_script02
so,0.047619047619047616,1,22,-1,6way,train,Ses03F_script02
so,0.23809523809523808,5,22,-1,6way,train,Ses03F_script02
well,0.0,0,11,5,6way,train,Ses03F_script02
so,0.3333333333333333,5,16,3,6way,train,Ses03F_script02
but,0.6666666666666666,10,16,3,6way,train,Ses03F_script02
and,0.7647058823529411,26,35,5,6way,train,Ses03F_script02
and,0.9117647058823529,31,35,5,6way,train,Ses03F_script02
like,0.6666666666666666,2,4,-1,6way,train,Ses03F_script02
like,0.25,3,13,-1,6way,train,Ses03F_script02
like,0.0,0,31,0,6way,train,Ses03F_script02
like,0.1,3,31,0,6way,train,Ses03F_script02
and,0.8333333333333334,25,31,0,6way,train,Ses03F_script02
though,0.2857142857142857,2,8,5,6way,train,Ses03F_script02
like,0.5333333333333333,8,16,5,6way,train,Ses03F_script02
but,0.4,6,16,5,6way,train,Ses03F_script02
and,0.8064516129032258,25,32,5,6way,train,Ses03F_script02
i think,0.6956521739130435,32,47,5,6way,train,Ses03F_script02
so,0.041666666666666664,1,25,5,6way,train,Ses03F_script02
and,0.0,0,25,5,6way,train,Ses03F_script02
though,0.25,1,5,2,6way,train,Ses03F_script02
and,0.35714285714285715,5,15,1,6way,train,Ses03F_script02
so,0.23076923076923078,3,14,1,6way,train,Ses03F_script02
so,0.6153846153846154,8,14,1,6way,train,Ses03F_script02
and,0.0,0,14,1,6way,train,Ses03F_script02
oh,0.0,0,5,1,6way,train,Ses03F_script02
like,0.9545454545454546,21,23,-1,6way,train,Ses03F_script02
so,0.5909090909090909,13,23,-1,6way,train,Ses03F_script02
so,0.9090909090909091,20,23,-1,6way,train,Ses03F_script02
and,0.6818181818181818,15,23,-1,6way,train,Ses03F_script02
like,0.4166666666666667,5,13,-1,6way,train,Ses03F_script02
so,1.0,5,6,2,6way,train,Ses03F_script02
so,0.6666666666666666,2,4,2,6way,train,Ses03F_script02
so,0.8571428571428571,6,8,-1,6way,train,Ses03F_script02
so,0.2,3,16,0,6way,train,Ses03F_script02
so,0.4418604651162791,19,44,-1,6way,train,Ses03F_script02
though,0.16279069767441862,7,44,-1,6way,train,Ses03F_script02
and,0.8604651162790697,37,44,-1,6way,train,Ses03F_script02
like,0.07407407407407407,4,55,5,6way,train,Ses03F_script02
oh,0.9814814814814815,53,55,5,6way,train,Ses03F_script02
though,0.12962962962962962,7,55,5,6way,train,Ses03F_script02
and,0.2777777777777778,15,55,5,6way,train,Ses03F_script02
and,0.3148148148148148,17,55,5,6way,train,Ses03F_script02
and,0.37037037037037035,20,55,5,6way,train,Ses03F_script02
and,0.48148148148148145,26,55,5,6way,train,Ses03F_script02
and,0.5925925925925926,32,55,5,6way,train,Ses03F_script02
and,0.7037037037037037,38,55,5,6way,train,Ses03F_script02
and,0.8148148148148148,44,55,5,6way,train,Ses03F_script02
and,0.9629629629629629,52,55,5,6way,train,Ses03F_script02
you know,0.0,0,28,5,6way,train,Ses03F_script02
you know,0.4444444444444444,12,28,5,6way,train,Ses03F_script02
you know,0.7407407407407407,20,28,5,6way,train,Ses03F_script02
and,0.9,9,11,0,6way,train,Ses03F_script02
though,0.7692307692307693,10,14,2,6way,train,Ses03F_script02
but,1.0,11,12,-1,6way,train,Ses03F_script02
and,0.6363636363636364,7,12,-1,6way,train,Ses03F_script02
so,0.18181818181818182,2,12,2,6way,train,Ses03F_script02
you know,0.45454545454545453,5,12,2,6way,train,Ses03F_script02
well,0.0,0,7,5,6way,train,Ses03F_script02
so,0.9565217391304348,22,24,2,6way,train,Ses03F_script02
but,0.6521739130434783,15,24,2,6way,train,Ses03F_script02
and,0.21739130434782608,5,24,2,6way,train,Ses03F_script02
so,0.75,6,9,5,6way,train,Ses03F_script02
maybe,0.125,1,9,5,6way,train,Ses03F_script02
but,0.3,3,11,-1,6way,train,Ses03F_script02
so,0.5714285714285714,16,29,5,6way,train,Ses03F_script02
so,0.6428571428571429,18,29,5,6way,train,Ses03F_script02
so,0.8214285714285714,23,29,5,6way,train,Ses03F_script02
you know,0.07142857142857142,2,29,5,6way,train,Ses03F_script02
probably,0.39285714285714285,11,29,5,6way,train,Ses03F_script02
well,0.0,0,13,1,6way,train,Ses03F_script02
i guess,0.08333333333333333,1,13,1,6way,train,Ses03F_script02
like,0.05,1,21,1,6way,train,Ses03F_script02
so,0.0,0,8,-1,6way,train,Ses03F_script02
maybe,0.0,0,8,1,6way,train,Ses03F_script02
so,0.5,1,3,2,6way,train,Ses03F_script02
but,0.7428571428571429,26,36,4,6way,train,Ses03F_script02
you know,0.0,0,36,4,6way,train,Ses03F_script02
though,0.8,28,36,4,6way,train,Ses03F_script02
and,0.6,21,36,4,6way,train,Ses03F_script02
and,0.6857142857142857,24,36,4,6way,train,Ses03F_script02
oh,0.0,0,13,4,6way,train,Ses03F_script02
oh,0.0,0,23,4,6way,train,Ses03F_script02
though,0.045454545454545456,1,23,4,6way,train,Ses03F_script02
probably,0.3181818181818182,7,23,4,6way,train,Ses03F_script02
probably,0.5454545454545454,12,23,4,6way,train,Ses03F_script02
so,0.6521739130434783,15,24,4,6way,train,Ses03F_script02
you know,0.08695652173913043,2,24,4,6way,train,Ses03F_script02
oh,0.0,0,24,4,6way,train,Ses03F_script02
oh,0.7391304347826086,17,24,4,6way,train,Ses03F_script02
well,0.5,1,3,-1,6way,train,Ses03F_script02
oh,0.0,0,3,-1,6way,train,Ses03F_script02
like,0.5,14,29,0,6way,train,Ses03F_script02
oh,0.25,7,29,0,6way,train,Ses03F_script02
and,0.25,4,17,-1,6way,train,Ses03F_script02
and,0.5625,9,17,-1,6way,train,Ses03F_script02
oh,0.42857142857142855,6,15,4,6way,train,Ses03F_script02
you know,0.0,0,28,4,6way,train,Ses03F_script02
like,0.19047619047619047,4,22,4,6way,train,Ses03F_script02
so,0.047619047619047616,1,22,4,6way,train,Ses03F_script02
oh,0.9523809523809523,20,22,4,6way,train,Ses03F_script02
and,0.9230769230769231,24,27,-1,6way,train,Ses03F_script02
so,0.3333333333333333,1,4,-1,6way,train,Ses03F_script02
well,0.0,0,4,-1,6way,train,Ses03F_script02
and,0.9583333333333334,23,25,4,6way,train,Ses03F_script02
and,0.6666666666666666,38,58,-1,6way,train,Ses03F_script02
and,0.7543859649122807,43,58,-1,6way,train,Ses03F_script02
and,0.5416666666666666,13,25,0,6way,train,Ses03F_script02
and,0.7083333333333334,17,25,0,6way,train,Ses03F_script02
and,0.875,21,25,0,6way,train,Ses03F_script02
like,0.9666666666666667,29,31,-1,6way,train,Ses03F_script02
so,0.9333333333333333,28,31,-1,6way,train,Ses03F_script02
but,0.03333333333333333,1,31,-1,6way,train,Ses03F_script02
and,0.4666666666666667,14,31,-1,6way,train,Ses03F_script02
like,0.46153846153846156,12,27,5,6way,train,Ses03F_script02
so,0.23076923076923078,6,27,5,6way,train,Ses03F_script02
so,0.7307692307692307,19,27,5,6way,train,Ses03F_script02
oh,0.0,0,3,5,6way,train,Ses03F_script02
like,0.48,12,26,-1,6way,train,Ses03F_script02
so,0.28,7,26,-1,6way,train,Ses03F_script02
and,0.14285714285714285,3,22,-1,6way,train,Ses03F_script02
and,0.23809523809523808,5,22,-1,6way,train,Ses03F_script02
so,0.5,6,13,-1,6way,train,Ses03F_script02
so,0.48484848484848486,16,34,-1,6way,train,Ses03F_script02
and,0.0,0,34,-1,6way,train,Ses03F_script02
and,0.696969696969697,23,34,-1,6way,train,Ses03F_script02
so,0.7586206896551724,22,30,5,6way,train,Ses03F_script02
also,0.13793103448275862,4,30,5,6way,train,Ses03F_script02
and,0.034482758620689655,1,30,5,6way,train,Ses03F_script02
and,0.8275862068965517,24,30,5,6way,train,Ses03F_script02
but,0.7083333333333334,17,25,4,6way,train,Ses03F_script02
so,0.0,0,34,-1,6way,train,Ses03F_script02
so,0.696969696969697,23,34,-1,6way,train,Ses03F_script02
and,0.5151515151515151,17,34,-1,6way,train,Ses03F_script02
and,0.0,0,33,4,6way,train,Ses03F_script02
and,0.28125,9,33,4,6way,train,Ses03F_script02
and,0.59375,19,33,4,6way,train,Ses03F_script02
and,0.7241379310344828,21,30,4,6way,train,Ses03F_script02
oh,0.4074074074074074,11,28,4,6way,train,Ses03F_script02
and,0.3333333333333333,9,28,4,6way,train,Ses03F_script02
so,0.0,0,5,-1,6way,train,Ses03F_script02
oh,0.0,0,1,-1,6way,train,Ses03F_script03
and,0.6923076923076923,9,14,-1,6way,train,Ses03F_script03
and,0.5,2,5,-1,6way,train,Ses03F_script03
so,0.7142857142857143,5,8,-1,6way,train,Ses03F_script03
well,0.4,8,21,-1,6way,train,Ses03F_script03
and,0.5714285714285714,4,8,-1,6way,train,Ses03F_script03
and,0.967741935483871,30,32,-1,6way,train,Ses03F_script03
well,0.0,0,15,-1,6way,train,Ses03F_script03
so,0.0,0,14,-1,6way,train,Ses03F_script03
and,0.8571428571428571,6,8,-1,6way,train,Ses03F_script03
well,0.3333333333333333,2,7,2,6way,train,Ses03F_script03
oh,0.0,0,7,2,6way,train,Ses03F_script03
well,0.5,3,7,-1,6way,train,Ses03F_script03
well,0.0,0,18,2,6way,train,Ses03F_script03
well,0.0,0,4,-1,6way,train,Ses03F_script03
i believe,0.2,1,6,-1,6way,train,Ses03F_script03
so,0.0,0,16,-1,6way,train,Ses03F_script03
and,0.7333333333333333,11,16,-1,6way,train,Ses03F_script03
like,0.35,14,41,4,6way,train,Ses03F_script03
so,1.0,40,41,4,6way,train,Ses03F_script03
and,0.125,5,41,4,6way,train,Ses03F_script03
and,0.175,7,41,4,6way,train,Ses03F_script03
and,0.875,35,41,4,6way,train,Ses03F_script03
and,0.34782608695652173,16,47,-1,6way,train,Ses03F_script03
and,0.5,23,47,-1,6way,train,Ses03F_script03
and,0.7391304347826086,34,47,-1,6way,train,Ses03F_script03
so,0.5416666666666666,13,25,4,6way,train,Ses03F_script03
and,0.7222222222222222,13,19,-1,6way,train,Ses03F_script03
so,0.9090909090909091,10,12,1,6way,train,Ses03F_script03
oh,0.0,0,12,1,6way,train,Ses03F_script03
and,0.43478260869565216,10,24,-1,6way,train,Ses03F_script03
well,0.0,0,17,-1,6way,train,Ses03F_script03
and,0.5625,9,17,-1,6way,train,Ses03F_script03
and,0.1,1,11,1,6way,train,Ses03F_script03
like,0.8823529411764706,15,18,1,6way,train,Ses03F_script03
and,0.23529411764705882,4,18,1,6way,train,Ses03F_script03
and,0.6470588235294118,11,18,1,6way,train,Ses03F_script03
and,0.7647058823529411,13,18,1,6way,train,Ses03F_script03
oh,0.3333333333333333,2,7,4,6way,train,Ses03F_script03
oh,0.0,0,9,-1,6way,train,Ses03F_script03
and,0.25,1,5,-1,6way,train,Ses03F_script03
oh,0.0,0,10,-1,6way,train,Ses03F_script03
so,0.5,5,11,0,6way,train,Ses03F_script03
well,0.2727272727272727,3,12,0,6way,train,Ses03F_script03
and,0.4117647058823529,7,18,-1,6way,train,Ses03F_script03
but,0.5,4,9,3,6way,train,Ses03F_script03
so,1.0,7,8,0,6way,train,Ses03F_script03
well,0.0,0,4,-1,6way,train,Ses03F_script03
oh,0.0,0,15,-1,6way,train,Ses03F_script03
and,0.7142857142857143,10,15,-1,6way,train,Ses03F_script03
so,0.3333333333333333,5,16,-1,6way,train,Ses03F_script03
well,0.0,0,16,-1,6way,train,Ses03F_script03
and,0.4666666666666667,7,16,-1,6way,train,Ses03F_script03
well,0.0,0,3,3,6way,train,Ses03F_script03
so,0.0,0,8,3,6way,train,Ses03F_script03
so,0.8571428571428571,6,8,3,6way,train,Ses03F_script03
like,0.9285714285714286,13,15,-1,6way,train,Ses03F_script03
so,0.8571428571428571,12,15,-1,6way,train,Ses03F_script03
and,0.6428571428571429,9,15,-1,6way,train,Ses03F_script03
oh,0.0,0,18,-1,6way,train,Ses03F_script03
and,0.8235294117647058,14,18,-1,6way,train,Ses03F_script03
and,0.9411764705882353,16,18,-1,6way,train,Ses03F_script03
so,0.1875,3,17,0,6way,train,Ses03F_script03
so,0.75,12,17,0,6way,train,Ses03F_script03
so,0.6666666666666666,2,4,0,6way,train,Ses03F_script03
so,0.5,1,3,0,6way,train,Ses03F_script03
well,0.0,0,13,-1,6way,train,Ses03F_script03
like,0.5714285714285714,4,8,-1,6way,train,Ses03F_script03
oh,0.0,0,8,-1,6way,train,Ses03F_script03
and,0.8666666666666667,13,16,-1,6way,train,Ses03F_script03
like,0.9565217391304348,22,24,0,6way,train,Ses03F_script03
oh,0.0,0,31,-1,6way,train,Ses03F_script03
and,0.3333333333333333,3,10,-1,6way,train,Ses03F_script03
well,0.0,0,7,0,6way,train,Ses03F_script03
oh,0.0,0,6,0,6way,train,Ses03F_script03
and,0.5294117647058824,9,18,0,6way,train,Ses03F_script03
and,0.7647058823529411,13,18,0,6way,train,Ses03F_script03
and,0.8823529411764706,15,18,0,6way,train,Ses03F_script03
and,0.4090909090909091,9,23,0,6way,train,Ses03F_script03
and,0.9090909090909091,10,12,0,6way,train,Ses03F_script03
like,0.5555555555555556,5,10,0,6way,train,Ses03F_script03
oh,0.0,0,4,0,6way,train,Ses03F_script03
and,0.2564102564102564,10,40,0,6way,train,Ses03F_script03
oh,0.0,0,7,0,6way,train,Ses03F_script03
and,0.40540540540540543,15,38,0,6way,train,Ses03F_script03
and,0.7027027027027027,26,38,0,6way,train,Ses03F_script03
so,0.7391304347826086,17,24,5,6way,train,Ses03M_impro01_
and,0.5217391304347826,12,24,5,6way,train,Ses03M_impro01_
oh,0.0,0,4,-1,6way,train,Ses03M_impro01_
oh,0.0,0,9,5,6way,train,Ses03M_impro01_
i think,0.0,0,7,5,6way,train,Ses03M_impro01_
and,0.6363636363636364,7,12,5,6way,train,Ses03M_impro01_
like,0.42857142857142855,3,8,5,6way,train,Ses03M_impro01_
well,0.0,0,29,-1,6way,train,Ses03M_impro01_
well,0.09090909090909091,1,12,0,6way,train,Ses03M_impro01_
well,0.0,0,9,-1,6way,train,Ses03M_impro01_
well,0.0,0,7,5,6way,train,Ses03M_impro01_
and,0.5625,9,17,5,6way,train,Ses03M_impro01_
and,0.0,0,8,5,6way,train,Ses03M_impro01_
like,0.6,3,6,5,6way,train,Ses03M_impro01_
oh,0.0,0,3,5,6way,train,Ses03M_impro01_
so,0.1,1,11,5,6way,train,Ses03M_impro01_
and,0.65,13,21,0,6way,train,Ses03M_impro01_
so,0.4166666666666667,5,13,-1,6way,train,Ses03M_impro02_
oh,0.25,3,13,-1,6way,train,Ses03M_impro02_
oh,0.5833333333333334,7,13,-1,6way,train,Ses03M_impro02_
so,0.625,5,9,2,6way,train,Ses03M_impro02_
though,1.0,8,9,2,6way,train,Ses03M_impro02_
and,0.85,17,21,-1,6way,train,Ses03M_impro02_
but,0.8,4,6,-1,6way,train,Ses03M_impro02_
but,1.0,5,6,5,6way,train,Ses03M_impro02_
but,0.0,0,10,5,6way,train,Ses03M_impro02_
so,0.38461538461538464,5,14,-1,6way,train,Ses03M_impro02_
and,0.0,0,14,-1,6way,train,Ses03M_impro02_
and,0.6,9,16,3,6way,train,Ses03M_impro02_
and,0.7142857142857143,5,8,2,6way,train,Ses03M_impro02_
